wavelength,Baseline 100%T,run_21,run_22,run_23,Baseline 100%T.1,run_24,run_25,run_26,run_27,Baseline 100%T.2,run_28,Baseline 100%T.3,run_29,Baseline 100%T.4,run_30,run_31,Baseline 100%T.5,run_32,run_33,run_34,run_35,run_36,run_37,Baseline 100%T.6,run_38,run_39,run_40,Baseline 100%T.7
2275,8.905417442000001,53.35414886,53.2167244,52.08602524,8.966423035,50.33880997,48.10070801,45.03641129,41.64810181,9.021047592,100.1637573,9.035139083999999,100.1783829,9.059370041000001,35.07308578,48.988864899999996,9.095770836,21.612697600000004,21.44812393,20.99160957,18.45344543,11.91115665,6.6495642660000005,9.141704558999999,1.445662379,3.12201333,9.915518761,9.157509804
2270,7.8217225070000005,53.36569595,53.25969315,52.25888443,7.875671387000001,50.69572449,48.77329636,46.20048141,43.37841415,7.922956944,100.1608353,7.935162067,100.17409520000001,7.95524931,36.11785507,49.0330658,7.989940166,21.64691162,21.47689629,21.01769257,18.48498917,11.93524742,6.693462848999999,8.033191681,1.4280771019999998,3.0728561880000003,9.925213814,8.046020508
2265,7.029229164,53.40246582,53.27492523,52.4437561,7.076611519,51.07892227,49.433631899999995,47.30267334,45.066574100000004,7.122012138,100.1430054,7.136572361,100.1164169,7.153407574,37.12920379999999,49.06865692,7.184327602000001,21.66599274,21.50516129,21.07895851,18.50281334,11.95994949,6.706547737,7.223958015,1.425798893,3.0391278269999997,9.865252495,7.237125874
2260,6.843230724,53.41514969,53.24748611,52.53499603,6.882838726,51.28405762,49.71957397,47.7330513,45.71904755,6.930991173,100.1197205,6.947836876,100.0408173,6.965906143,37.80789185,49.11594772,6.993737221,21.7127037,21.53733253,21.11844826,18.52093697,11.96217728,6.671901703,7.028090954,1.408593297,2.9546041489999997,9.744854927,7.049340725
2255,7.6105775829999995,53.37402725,53.1719017,52.40233612,7.64585638,51.06639099,49.27035904,46.89616394,44.49626541,7.7062873839999995,100.026474,7.725154400000001,99.96131897,7.742228507999999,37.90180588,49.12191772,7.773635387000001,21.69399643,21.54177666,21.12178802,18.50694275,11.96323299,6.657421589,7.806111336,1.4021577840000001,2.878468513,9.698787689,7.8340744970000005
2250,8.330043793,53.36071777,53.16264725,52.27863693,8.374225616,50.80515289,48.84849929999999,46.22481918,43.47397232,8.434648514,100.06240840000001,8.453572272999999,100.0273132,8.472677231,38.05407715,49.14822769,8.507709503,21.71891975,21.5422802,21.16073608,18.51765442,11.97336006,6.624970436,8.547439575,1.4066205019999998,2.832342386,9.693675995,8.573400497
2245,8.867080688,53.3458252,53.15170288,52.19969177,8.912960052,50.6771965,48.63111115,45.84113693,42.85954285,8.977886199999999,100.0678329,8.995942116,100.04546359999999,9.018672943,38.2951355,49.17053223,9.054880142,21.71787834,21.5616436,21.19647789,18.52334213,11.99303532,6.6105561260000005,9.096539497,1.4180516,2.793018818,9.703320502999999,9.124722481000001
2240,9.345314026,53.33909225,53.13580704,52.14665985,9.396146774,50.56001663,48.42050552,45.5149765,42.40858459,9.461819649,100.0941849,9.480807303999999,100.0779114,9.506756783,38.54317474,49.20216370000001,9.545918465,21.75145531,21.57396317,21.23822212,18.53854752,12.01320744,6.582282543,9.587901115,1.4624392990000001,2.7623043060000003,9.682538033,9.617559433
2235,9.80355835,53.35230255,53.14974976,52.13317108,9.858505249,50.46527863,48.26034164,45.24536896,42.00649643,9.927727699,100.08815770000001,9.946989059,100.09088129999999,9.974125862000001,38.81588364,49.23766327,10.01405716,21.792385100000004,21.621055600000002,21.29351234,18.57343674,12.04816246,6.540817737999999,10.05866432,1.48794961,2.738756418,9.677015305,10.08826923
2230,10.25753021,53.33478928,53.12907791,52.07741928,10.314394,50.4046669,48.09865189,45.01162338,41.63127518,10.38830566,100.08612059999999,10.40519905,100.1013489,10.43533897,39.05922318,49.26728439,10.47646809,21.84293556,21.64889526,21.33149719,18.60584831,12.09394646,6.503844261,10.52554131,1.527693987,2.724279642,9.646067619,10.55377865
2225,10.71921062,53.34354782,53.12179947,52.04210281,10.78002739,50.31971741,47.98337173,44.77886581,41.27542496,10.85494137,100.092865,10.87439251,100.105011,10.90434742,39.31988907,49.3187027,10.95102787,21.8955307,21.72536659,21.40503883,18.65409279,12.12639618,6.474420547,11.00093746,1.5532367230000002,2.741582632,9.637823105,11.02857018
2220,11.19538212,53.33062363,53.12942886,52.00066376,11.26011562,50.24746704,47.83467484,44.54833221,40.94664383,11.33695221,100.0872879,11.35697365,100.0934448,11.38709164,39.55498505,49.34088898,11.43353653,22.01403999,21.81402588,21.47539139,18.74079514,12.17961597,6.46487236,11.48732185,1.587810397,2.7728629110000003,9.624352455,11.51388359
2215,11.68556786,53.32617188,53.11248398,51.97340393,11.75296402,50.17536926,47.71342468,44.35260773,40.61835098,11.83141232,100.107399,11.85398865,100.1074677,11.88564777,39.77969742,49.36934662,11.93256283,22.14888382,21.96291351,21.60247803,18.83449364,12.23276043,6.470799446,11.98837185,1.623318195,2.823169947,9.612915993,12.0181694
2210,12.18777561,53.31312943,53.10427094,51.9419136,12.25805569,50.107349400000004,47.59532928,44.16136551,40.33060837,12.34061432,100.1024017,12.36203671,100.11244959999999,12.39449978,39.98821259,49.39333344,12.44234562,22.29336929,22.10998535,21.72712135,18.94789886,12.30481815,6.484973431,12.50188351,1.642731905,2.880295277,9.60152626,12.53252602
2205,12.6728754,53.28939438,53.09328461,51.9046669,12.74651718,50.04561615,47.47773743,43.97621155,40.08842468,12.83286381,100.08453370000001,12.85373592,100.1240997,12.88759995,40.22542953,49.39387131,12.93740082,22.45044327,22.27754974,21.87100792,19.09745407,12.37839985,6.530102253,12.99689007,1.6480193140000001,2.947171688,9.635450363,13.02848721
2200,13.08610439,53.30931473,53.07535553,51.87400436,13.16226768,50.00393295,47.40427017,43.86314011,39.90136337,13.24766445,100.10919190000001,13.27287292,100.1025314,13.30425167,40.45693207,49.42466354,13.35722637,22.65266991,22.46888351,22.05737686,19.28486443,12.47761726,6.608572483,13.419890400000002,1.64738071,3.03070879,9.66106987,13.45154667
2195,13.29358387,53.31344604,53.06385803,51.88307953,13.371131900000002,49.98912048,47.40189743,43.85264587,39.87717056,13.45709705,100.1194916,13.48660469,100.07154849999999,13.51650047,40.69751358,49.43793869,13.56886196,22.87977028,22.70710945,22.26053047,19.47623444,12.59507275,6.7051501270000005,13.63244915,1.6572818759999999,3.117476702,9.716582297999999,13.66475487
2190,13.05261517,53.31839752,53.054428099999996,51.91134644,13.12375069,50.07722855,47.53841782,44.064888,40.21354294,13.20952034,100.12919620000001,13.24139786,100.04022979999999,13.270479199999999,41.01760864,49.44467163,13.32266617,23.13120842,22.970230100000002,22.502388,19.71886253,12.74211979,6.873005867000001,13.38234806,1.672262669,3.2176814080000002,9.874812126,13.41512394
2185,12.09996986,53.33237457,53.06426239,52.02706528,12.16406631,50.28404999,47.91771317,44.69477081,41.1496315,12.24560261,100.118187,12.27419472,100.02548979999999,12.30438232,41.50905609,49.46847153,12.35498524,23.42098808,23.25759315,22.77284813,19.96782494,12.92023182,7.066524029,12.40934467,1.6963988540000001,3.323072672,10.07645702,12.44133568
2180,10.89633942,53.35548019,53.12092209,52.171875,10.95668507,50.59463501,48.47499466,45.62725449,42.58507919,11.02782822,100.12242890000002,11.05362892,100.039711,11.08262062,42.11150742,49.54770279,11.12719917,23.76281929,23.59516144,23.08533859,20.24224663,13.068988800000001,7.15721941,11.17441177,1.666196108,3.35563159,9.977853775,11.20627403
2175,10.58538342,53.32502747,53.16014862,52.23178101,10.64755917,50.69800186,48.70106888,46.02601242,43.17961502,10.71592426,100.1379166,10.74057484,100.08174129999999,10.76626873,42.46592712,49.641819,10.80805016,24.12083244,23.94769669,23.44369125,20.50924683,13.23127174,7.210594177000001,10.85967064,1.6044517759999999,3.344332695,9.768847466,10.88524723
2170,10.62208557,53.34104156,53.16293335,52.238918299999995,10.68447495,50.73130035,48.76658249,46.14032364,43.35473633,10.75506401,100.1239777,10.77822018,100.08578490000001,10.80371857,42.63715363,49.70549393,10.84689903,24.4685688,24.29182053,23.80079842,20.81801605,13.39580822,7.337584972,10.89788246,1.5646352769999998,3.371351242,9.760057449,10.92578602
2165,10.66465187,53.34229279,53.15992737,52.24610519,10.72687054,50.76647568,48.81477356,46.22810364,43.49787521,10.79702663,100.1292496,10.82072067,100.0761871,10.84825897,42.73104477,49.77445602,10.89025974,24.84388161,24.66286278,24.17930603,21.13437653,13.59830093,7.463574409,10.94282913,1.559764385,3.378822327,9.751678467,10.96805763
2160,10.72215843,53.32932281,53.147010800000004,52.26248932,10.78360844,50.78734207,48.86090088,46.32319641,43.62514496,10.85635281,100.12780759999998,10.87879086,100.09369659999999,10.90518761,42.79462814,49.84717178,10.94761753,25.22935486,25.05920792,24.58728409,21.46590996,13.81000328,7.58496809,11.00067329,1.5558927059999998,3.3772580619999997,9.75831604,11.02680683
2155,10.79571342,53.33769226,53.15876007,52.28289795,10.85974884,50.80046082,48.90578079,46.38523865,43.754100799999996,10.9298296,100.13700870000001,10.95475292,100.0797882,10.97967815,42.83701324,49.95139694,11.02455425,25.63258934,25.45100784,24.99996758,21.80556488,14.03379154,7.703732491,11.07750511,1.5622026919999998,3.376061201,9.740880966,11.10194206
2150,10.87476158,53.32802963,53.15190506,52.28324509,10.93792152,50.823635100000004,48.94796371,46.48535919,43.86960602,11.0099268,100.133255,11.03410816,100.07917020000001,11.06013107,42.81962585,50.05019379,11.10310364,26.06175232,25.88025284,25.43021965,22.16593361,14.27542686,7.81653595,11.15734673,1.594251394,3.3832390310000005,9.752127647,11.18215656
2145,10.95329475,53.31715775,53.15557861,52.28199387,11.01611805,50.84244537,48.98565292,46.55680847,43.97777176,11.08852673,100.1180191,11.11275959,100.086174,11.14000416,42.73667145,50.16233444,11.18241024,26.50225449,26.31467056,25.86769676,22.56848907,14.52577305,7.919815063,11.2370491,1.621894002,3.374117613,9.759801865,11.26282215
2140,11.02968788,53.31830215,53.14493179,52.29701996,11.09401703,50.86726379,49.01903152,46.62591934,44.07049942,11.16579247,100.128952,11.19016647,100.08517459999999,11.21624851,42.63884354,50.27528381,11.26129341,26.97475815,26.76786232,26.33403587,22.96970367,14.78359509,8.022914886,11.3162508,1.6828259230000002,3.37867856,9.744877815,11.34170628
2135,11.11072254,53.30797577,53.141921999999994,52.28931808,11.1742239,50.87934113,49.06006622,46.68786621,44.173820500000005,11.24794292,100.1241074,11.27160072,100.08358759999999,11.30022526,42.48803329,50.40885925,11.343879699999999,27.45394707,27.26509285,26.82903481,23.37490654,15.06404686,8.12667942,11.39832211,1.7422149180000002,3.392214775,9.755123138,11.42541885
2130,11.20230198,53.30959702,53.15009308,52.30607986,11.26737785,50.89770126,49.10366821,46.75261688,44.26191711,11.341726300000001,100.12767029999999,11.3665123,100.06897740000001,11.39257145,42.35123444,50.55162811,11.43722057,27.99522781,27.77938271,27.34540749,23.84464073,15.34446144,8.231158257,11.49341869,1.804957867,3.432126045,9.755355835,11.51805115
2125,11.30269051,53.30666351,53.14303589,52.3109436,11.36739826,50.91164017,49.13134003,46.80363464,44.35848618,11.44109154,100.1465073,11.46866798,100.0579834,11.49424934,42.14997482,50.69958115,11.53834248,28.55579185,28.34007645,27.88253975,24.30669403,15.64904594,8.353215217999999,11.59529781,1.878658652,3.482996702,9.749054909,11.6212759
