wavelength,Baseline 100%T,Baseline 0%T,VG05,VG01,VG06,VG02,VG02_pos2,VG02_pos3,VG02_pos4,VG03_pos1,VG03_pos2,VG04_pos1,VG04_pos2,VG06_post,Baseline 100%T.1,Baseline 0%T.1,VG05_post
1850,22.29104042,-0.001668237033,52.87290955,53.14383698,53.11730957,35.77117538,52.92417526,53.03858948,33.69135284,28.33380318,51.90470886,25.31529999,54.09582901,53.94948578,22.886083600000003,-5.7215460400000005e-05,52.78940964
1840,21.79445267,-0.0009642619989,53.11293793,53.09062195,53.10971832,35.82958984,52.88375473,52.99763489,33.76150513,26.82022476,51.89816284,25.37714767,54.11920547,54.01160049,22.38783264,0.00023591249190000002,53.21882248
1830,24.51323891,-0.001029072562,53.16749954,53.09794617,53.00598907,35.85427475,52.83119583,52.97471237,33.72180939,25.45862579,51.80010223,25.62949944,53.93876266,53.77224731,25.09253311,0.00041030315329999996,53.41431046
1820,26.04935455,-0.001772594405,52.94582367,53.04869843,53.00479126,35.80696106,52.80220413,52.93224335,33.71418381,24.33991051,51.73143005,25.50059509,53.85057449,53.69567871,26.65750122,-0.00048472842900000005,52.92575455
1810,29.20091438,-0.0010509836719999998,52.87014771,53.03248215,52.90852356,35.68834686,52.742630000000005,52.88347626,33.50845718,23.43762398,51.59925079,25.49985695,53.70631409,53.5096817,29.78944206,-0.0001191458432,52.84988403
1800,31.07781029,-0.00044431418060000003,52.86372757,52.99647522,52.896984100000005,35.62438965,52.73794556,52.86693573,33.26495743,22.78725433,51.55346298,25.554842,53.66448593,53.46604156,31.68254471,2.94650763e-05,52.83667374
1790,33.02156067,-0.0005006740103,52.88655853,52.97269821,52.87759781,35.64254379,52.72898865,52.85437012,33.19950867,22.26593399,51.55133438,25.58774376,53.6309166,53.43944931,33.65007401,-1.66350801e-05,52.85643768
1780,34.21412277,-0.0004392435658,52.87834549,52.95664597,52.8603363,35.73081589,52.71977615,52.84540558,33.31484985,21.85646439,51.57959366,25.67614937,53.61938477,53.42747498,34.86661911,0.00018582267509999997,52.84529495
1770,35.46489334,-1.0837662560000001e-05,52.85479355,52.93616486,52.84669876,35.79877472,52.70645142,52.8312149,33.41997147,21.55674171,51.59651184,25.76296616,53.60053635,53.4014473,36.13944244,0.0002622658212,52.81806183
1760,36.63792801,-0.00144794106,52.84067917,52.91672897,52.82846832,35.8216362,52.69031525,52.8142395,33.55741501,21.40898323,51.5887146,25.84809113,53.57568359,53.3806572,37.33353424,0.0008300892659,52.79788971
1750,37.81394196,-0.0010661222040000001,52.976303099999996,52.90029526,52.81562805,35.77455902,52.67614746,52.81593323,33.73976898,21.45224953,51.59247971,25.92108917,53.55988312,53.36280441,38.53040314,0.0005251888651,52.780212399999996
1740,39.03967285,-0.0009904726176,52.80918503,52.88208008,52.79935074,35.69136429,52.65887451,52.79666138,33.73648834,21.71110153,51.64185333,26.00253296,53.53851318,53.34607315,39.77342606,-0.0002552389924,52.77152634
1730,40.30942917,5.402218812e-05,52.95199203,52.86803436,52.77757645,35.6531105,52.64298248,52.78083038,33.49467087,22.17057228,51.72268677,26.10162163,53.522789,53.33010483,41.06816483,0.0015172993300000001,52.75409317
1720,41.61435699,-0.001145743998,52.75481415,52.83589935,52.73888779,35.68418121,52.60507965,52.74964142,33.29728699,22.77822113,51.78294754,26.20817184,53.48625946,53.29573059,42.41344452,0.0007677858812,52.69536972
1710,42.98777771,0.0002743755758,52.70768356,52.79070663,52.69132233,35.73758698,52.56735611,52.80205154,33.2271843,23.54084969,51.829421999999994,26.30794716,53.44098663,53.24771881,43.76969147,0.001270786859,52.70404053
1700,44.32245636,-0.0005841274397000001,52.72978592,52.81102753,52.70796967,35.80964661,52.58541107,52.71514511,33.21569443,24.54707336,51.95365524,26.441522600000003,53.45956802,53.26240158,45.15723419,0.00130541285,52.686435700000004
1690,45.73602295,-0.00028496366580000004,52.70822144,52.79207993,52.68883133,35.78226852,52.56877136,52.69924545,33.35611343,25.82562828,52.08567429,26.56091499,53.44071198,53.24583054,46.60029602,-3.0831750339999996e-05,52.66567612
1680,47.19702911,0.00034644332480000004,52.68727493,52.77819061,52.67197037,35.70465088,52.55260468,52.68556976,33.60744858,27.44063377,52.23279572,26.67650032,53.42221832,53.22615433,48.09437561,0.0007734271931,52.64043808
1670,48.65843201,0.00046761304839999996,52.67070389,52.76394653,52.65536499,35.64852142,52.53507614,52.66905975,33.60006714,29.41637421,52.35906982,26.79942322,53.39870453,53.20718765,49.58169937,0.001310813474,52.62385178
1660,50.1945076,-0.0003820307902,52.65135956,52.75250626,52.63784027,35.67152405,52.52488708,52.6542244,33.39227295,31.72640228,52.46932983,26.93083954,53.38005447,53.1902504,51.15097046,0.0010272522920000001,52.6043129
1650,51.74440765,0.0002500984119,52.63369751,52.73570251,52.62192917,35.7325325,52.50489044,52.63228607,33.27202606,34.36051559,52.53793716,27.08118057,53.35918045,53.17136765,52.72778702,0.001114908722,52.58743286
1640,53.31119156,0.0003075264976,52.61470795,52.71554565,52.60518265,35.75969696,52.48418427,52.61327744,33.12641907,37.38434601,52.55897522,27.25782776,53.33827209,53.14506149,54.32246399,0.000890735304,52.56594467
1630,54.895633700000005,-0.00024877479880000005,52.59493637,52.69400024,52.58544159,35.73743439,52.46431732,52.59192657,33.08067322,40.74906158,52.51246643,27.41402626,53.31623459,53.12390137,55.93133545,0.002545089461,52.55142593
1620,56.54793549,4.111951512e-06,52.53709412,52.63718796,52.53150558,35.64363861,52.41780853,52.53678513,33.258255,44.28615189,52.37828445,27.53638077,53.25957489,53.0656395,57.57395554,0.0013655358929999999,52.53533554
1610,58.15197754,0.0002326692338,52.547317500000005,52.65141678,52.54257965,35.61602020000001,52.43176651,52.54755783,33.37094879,47.73729324,52.26435852,27.69774437,53.26831436,53.077632900000005,59.23779678,0.001266904408,52.51212692
1600,59.81286239999999,0.0002372530143,52.53338242,52.63726044,52.52724457,35.63170624,52.41603851,52.52783966,33.29478073,50.56282806,52.10739899,27.89465523,53.24969864,53.05921555,60.93058777,0.0020991158670000004,52.49007416
1590,61.5078392,-0.0001132038306,52.51704407,52.61970139,52.51097107,35.67881393,52.39757919,52.51177597,33.27517319,52.30078125,51.95998383,28.11503983,53.23194885,53.04034424,62.65701675,0.002174056368,52.46764374
1580,63.21138763,0.0005643264158,52.49942398,52.59827423,52.49145126,35.69890976,52.38985443,52.49444199,33.10694885,52.49974823,51.79550552,28.30662727,53.21307373,53.02445221,64.38573456,0.001721828594,52.45614624
1570,64.94782257,4.710881694e-05,52.48326111,52.57746506,52.47228622,35.66111755,52.36284256,52.47560883,33.02145767,51.05656433,51.63682556,28.48154068,53.19110870000001,53.00379562,66.15021515,0.0020026210699999997,52.43832397
1560,66.71286774,-0.000291699369,52.47658539,52.55631638,52.4492569,35.58896637,52.34048462,52.45348358,33.12698364,48.32765961,51.51623535,28.6805687,53.16753387,52.98275757,67.94216919,0.001604960416,52.42221451
1550,68.49308777,-0.0001374456187,52.43979263,52.53629684,52.42503357,35.55145264,52.32017136,52.436073300000004,33.0836792,44.61013794,51.41567612,28.92219353,53.14602661,52.96133041,69.74785614,0.0012255195759999999,52.40202713
1540,70.28224182,0.0006329970784,52.42595673,52.52780914,52.41856384,35.59924316,52.31152725,52.42884064,33.08260345,40.64204788,51.32414246,29.16863823,53.13950729,52.95261002,71.58283997,0.001991803059,52.38362122
1530,72.09592438,0.001851668232,52.405731200000005,52.51134491,52.39916611,35.63517761,52.29323578,52.41817856,33.10963058,36.79389191,51.22718048,29.3803215,53.11526108,52.92890549,73.42861938,0.002665217035,52.36336517
1520,73.99480438,0.0008728615358,52.33595276,52.44375992,52.33016205,35.59182739,52.22723389,52.34497833,32.95586014,33.26278687,51.12173462,29.58656502,53.04173660000001,52.85703659,75.28432465,0.002524414798,52.34674835
1510,75.73394012,0.0009457484121,52.3706131,52.481987,52.36473846,35.63034058,52.25939941,52.38360596,33.02023697,30.26836777,51.13425446,29.89012337,53.08010483,52.89476395,77.13231659,0.0028293428480000004,52.32761383
1500,77.53986359,0.00048316255560000007,52.33818436,52.45016098,52.33089828,35.56208038,52.22730637,52.34890747,32.97286224,27.67335701,51.06728745,30.15148926,53.04235077,52.85535431,78.93933105,0.001424540649,52.31581879
1490,79.07935333,0.0008545786841,52.35023499,52.4507103,52.329032899999994,35.533145899999994,52.22553635,52.34595108,32.9749527,25.55372429,51.04662323,30.41534042,53.05225372,52.86346817,80.53835297,0.0028270077889999998,52.30928802
1480,80.13183594,0.0014858064240000001,52.330070500000005,52.44639587,52.32855225,35.5879364,52.22468567,52.34759903,33.06013489,23.9207592,51.0551796,30.70289993,53.05406952,52.86912155,81.63287354,0.002058567945,52.30507278
1470,81.14828491,0.0009297005598999999,52.32101059,52.44892120000001,52.31396103,35.55966187,52.21710205,52.34474564,33.020557399999994,22.69749832,51.07566833,31.00548363,53.05379486,52.87451172,82.69706726,0.0027762847019999998,52.30581284
1460,83.89176178,0.0002460606629,52.29422379,52.42019272,52.29840851,35.43151474,52.19540024,52.31950378,33.06184387,21.80798912,51.06376266,31.3067131,53.00827026,52.82444382,85.44541931,0.002347106813,52.25499344
1450,84.42180634,0.001004530117,52.29814529,52.40971375,52.29336548,35.41799164,52.19201279,52.31699371,32.9770546,21.23212624,51.12753677,31.62833405,53.02337265,52.84883499,86.03556824,0.003155579558,52.28991699
1440,85.47524261,0.002137341537,52.29106522,52.39443970000001,52.27485275,35.49822235,52.17353058,52.29518509,32.97318649,21.03782272,51.27804947,31.91415024,52.99969864,52.82385254,87.08554077,0.00328593119,52.28268433
1430,86.12245178,0.002218954498,52.27269363,52.38146210000001,52.26350403,35.52931595,52.1593399,52.27958679,33.01499939,21.22328186,51.42009354,32.26932526,52.98042297,52.81303406,87.73687744,0.002589293756,52.27297592
1420,85.88407135,0.001896652393,52.25705338,52.3782196,52.25092697,35.41999817,52.15021896,52.28429413,33.02513123,21.77479172,51.41560364,32.58911514,52.98865509,52.82801437,87.53601074,0.002894485136,52.26463699
1410,83.32223511,0.00174752553,52.27026367,52.39979553,52.26169205,35.36515045,52.16814423,52.31651688,33.13796234,22.71165466,51.65470886,32.96068573,53.06117629999999,52.91599655,85.07585144,0.0023305804930000003,52.24353789999999
1400,79.528862,0.0006828065962000001,52.23813629,52.40643692,52.27650452,35.47220612,52.18032455,52.34487152,33.05866623,24.17064476,51.90171051,33.4108696,53.1397934,53.00523758,81.33596039,0.001142323832,52.22292709
1390,81.09274292,0.0013460378400000001,52.27807617,52.37327194,52.26706696,35.53542328,52.16599655,52.31763839999999,33.05496597,26.15970421,52.05973816,33.71422958,53.06632996,52.93072891,82.79954529,0.002354462165,52.33914185
1380,72.36873627,0.0005343225785,52.20445251,52.31552124,52.23981094,35.37084579,52.14632797,52.25766373,33.01165771,28.86550522,52.25855255,34.27191162,53.12535858,53.01371765,73.92453003,0.002013326855,52.38333511
1370,74.65244293,-4.4757704020000004e-05,52.26652145,52.45014572,52.33595276,35.37453842,52.23624802,52.41559219,33.18518829,32.281536100000004,52.51696777,34.50379181,53.22681046,53.106857299999994,76.54928589,0.001504932297,52.21251678
1360,71.06277466,0.0013310775390000002,52.21823502,52.3479805,52.23023987,35.41656876,52.13918686,52.30332565,33.15771484,36.52056885,52.38894272,34.92304229999999,53.13393402,53.01531982,72.6385498,0.0015486875779999998,52.30656433
1350,87.15552521,0.001145404764,52.19001007,52.27355194,52.14390182,35.43136597,52.05371475,52.20272064,32.99460602,41.34793091,52.06616592,35.08005905,52.88340378,52.70488739,88.70227814,0.0032792664130000004,52.25293732
1340,94.97328186,0.0009461836888999999,52.15225220000001,52.27519989,52.15058136,35.26021194,52.0802269,52.21032333,32.79772949,46.43523407,51.84671783,35.3498497,52.83781433,52.66687393,96.6496582,0.0036688994150000003,52.13231277
1330,96.3939743,0.0014686711369999998,52.15870667,52.26214981,52.13790131,35.1612854,52.08943939,52.20000839,32.82947922,50.566600799999996,51.6115303,35.67671204,52.82062149,52.65222931,98.09135437,0.0043736831290000005,52.11192322
1320,96.28240967,0.001857355004,52.12574768,52.2481308,52.13177872,35.34135056,52.06528854,52.19031525,32.94075394,52.25672913,51.40685272,35.99493027,52.80724716,52.64104462,97.97475433,0.003509540344,52.1028862
1310,94.10407257,0.001977994805,52.11850357,52.23942566,52.127880100000006,35.34195709,52.06555176,52.19274902,33.01664734,50.63078308,51.24808502,36.3351059,52.80464935,52.64176559,95.76077271,0.0031703370620000003,52.10181046
1300,95.09947968,0.0023346566600000005,52.1067276,52.30174255,52.11461639,35.10406876,52.05318832,52.18748474,32.78093338,46.27598572,51.0972023,36.67915344,52.78886414,52.62011337,96.77514648,0.0034319236869999998,52.07275009
