wavelength,Baseline 100%T,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,run_11,run_12,run_13,run_14,run_15,run_16,run_17,run_18,run_19
2442,187.5572815,99.99450684,99.9919281,49.94262314,49.93166351,50.41759109,99.96947479,49.53142929,49.52974319,49.86681366,49.41554642,99.99758911,50.05822754,52.65520096,58.37541962,52.41204453,55.85823822,65.0018692,74.79560852,99.95269012
2440,187.6050873,99.99523163,99.99878693,49.94787598,49.93549347,50.41822052,99.97480011,49.53483963,49.52397919,49.85814285,49.41940308,99.99952698,50.01825714,52.66557312,58.38464355,52.41307449,55.88418198,65.01071929999999,74.79355621,99.94489288
2438,187.69906619999998,99.99118805,99.99397278,49.93593216,49.91778564,50.40391541,99.97260284,49.51482773,49.5108223,49.82812119,49.4119606,100.0015411,49.94788361,52.65052795,58.38163376,52.40410614,55.89820862,64.99885559,74.76292419,99.95833588
2436,187.7565308,99.99822998,100.00379179999999,49.93075943,49.91382217,50.39952469,99.97946929999999,49.50669861,49.50727081,49.80130768,49.41669846,100.01733399999999,49.87786865,52.65275955,58.390392299999995,52.40622329999999,55.9198494,65.00246429,74.75067139,99.97070313
2434,187.79025269999997,100.00050350000001,99.99717712,49.93139648,49.915359499999994,50.40351868,99.97654724,49.50930405,49.50843048,49.78338242,49.422939299999996,100.01112370000001,49.81609726,52.65797424,58.40302658,52.41056824,55.94532013,65.00708771,74.73352814,99.97580719
2432,187.7889709,100.0029678,100.00735470000001,49.93565369,49.91955948,50.41052246,99.9848938,49.51046371,49.51182175,49.771698,49.43220901,100.0155563,49.75899887,52.66063689999999,58.41347122,52.41525269,55.97320938,65.01258087,74.72067261,99.97529602
2430,187.7803955,99.9956131,100.0018845,49.94184113,49.92300797,50.41620255,99.97467041,49.51270676,49.51295089999999,49.75915527,49.44741058,100.0114822,49.68875504,52.66622925,58.42115402,52.41756439,55.99461746,65.01830292,74.68647003,99.95828247
2428,187.7677765,99.99505615,99.99301147,49.94226837,49.92500305,50.42066574,99.96820068,49.51400375,49.51454544,49.73838806,49.45763397,100.0038147,49.63327026,52.67165375,58.42845535,52.42198563,56.021957400000005,65.02308655,74.65538025,99.94940948
2426,187.7577209,99.99998474,100.0069885,49.95626068,49.93832397,50.43320465,99.97871399,49.52671432,49.5266304,49.74083710000001,49.48439789,100.005806,49.59848785,52.68765259,58.44899368,52.43950653,56.05908203,65.04271698,74.64552307,99.9622879
2424,187.80583190000002,99.99810028,99.99930573,49.94770432,49.92674255,50.42328644,99.9775238,49.5152092,49.51661301,49.72415161,49.48151398,99.99650574,49.55257034,52.67396545,58.43637085,52.42872238,56.06877899,65.03198242,74.60031891,99.95516205
2422,187.84690859999998,99.99736786,100.0012894,49.94872665,49.92752457,50.42487335,99.98058319,49.51301193,49.51601791,49.71444321,49.491901399999996,100.0050812,49.51961136,52.67933655,58.43832016,52.43083954,56.09388351,65.03367615,74.58989716,99.95519257
2420,187.91456599999998,100.00466159999999,100.00885770000001,49.94518661,49.92782974,50.41651917,99.97750092,49.50603104,49.51683807,49.69475174,49.48137283,100.0017776,49.4744606,52.67306519,58.43679428,52.42667389,56.11472321,65.02994537,74.5609436,99.9573288
2418,187.9824066,99.99205017,99.99287415,49.93503952,49.91700363,50.40159988,99.97846222,49.49687576,49.50115204,49.67867279,49.47397614,99.99978638,49.43697739,52.66672516,58.42765045,52.42184448,56.12955856,65.01898956,74.52783203,99.95185089
2416,188.0172577,99.99980164,100.00035859999998,49.93857193,49.92025757,50.40316772,99.98303223,49.49988556,49.50104904,49.68019867,49.47712326,100.0069046,49.43409348,52.67217255,58.43056488,52.42832947,56.16016388,65.02565765,74.50883484,99.96019745
2414,188.0290375,100.004509,100.0084991,49.94462585,49.92380905,50.41001892,99.98366547,49.50733566,49.50888443,49.67833328,49.47703171,100.00612640000001,49.45702362,52.67590714,58.43798065,52.43332291,56.18837357,65.03547668,74.49042511,99.95336914
2412,188.0563202,99.99453735,99.99656677,49.9455719,49.92243195,50.40204620000001,99.98071289,49.50618744,49.50478745,49.67023849,49.47040176,100.00563050000001,49.48299789,52.67261887,58.43424988,52.4341507,56.20824051,65.03271484,74.44985199,99.94335175
2410,188.05981450000002,100.00372309999999,100.0054092,49.94719315,49.92707825,50.39758682,99.98057556,49.51175308,49.51081085,49.66604614,49.45861816,100.01224520000001,49.51666641,52.680362699999996,58.43716812,52.4413414,56.23740387,65.04264832,74.42055511,99.95789337
2408,188.0631104,99.9930191,99.99861145,49.95189667,49.93301773,50.39439774,99.97027588,49.51348495,49.51492691,49.67704773,49.45095825,100.0028763,49.57227325,52.68375778,58.44408417,52.44778824,56.26498413,65.0477829,74.40061951,99.94535065
2406,188.1356049,99.99573517,100.0055313,49.93684769,49.92157745,50.38053894,99.97806549,49.503944399999995,49.50464249,49.67619705,49.43657303,100.0096588,49.62610626,52.67416763,58.43055344,52.440979000000006,56.27828979,65.03734589,74.36264801,99.95119476
2404,188.1336975,100.0066757,100.00307459999999,49.94289398,49.92388916,50.38350296,99.97680664,49.50735855,49.5064888,49.68978119,49.43134689,100.00395970000001,49.71002579,52.67758179,58.43857956,52.44491196,56.30916977,65.04388428,74.34498596,99.94377899
2402,188.186203,99.99859619,99.99455261,49.93397141,49.91683578,50.36741638,99.97505188,49.50228119,49.49452972,49.68327713,49.40796661,100.0023575,49.79608536,52.67205811,58.43634796,52.43869019,56.32970428,65.0430603,74.31233215,99.94879913
2400,188.1832886,100.0007858,100.00535579999999,49.94033051,49.91872787,50.36531067,99.97707367,49.50844574,49.50652313,49.69314575,49.38900757,100.0106583,49.91019821,52.68091583,58.45045471,52.44656372,56.36005402,65.05136871,74.29746246,99.94581604
2398,188.22122190000002,99.99919128,99.99707794,49.93657303,49.92142487,50.35725784,99.97519684,49.50437927,49.506073,49.70486069,49.38010406,100.0068054,49.99465179,52.68400192,58.45755386,52.44961548,56.38533401,65.05447388,74.27742767,99.94949341
2396,188.25114440000002,99.99162292,99.99671936,49.93638229,49.91970444,50.35203552,99.97431946,49.50663376,49.50553513,49.72752762,49.38331604,100.0072098,50.096267700000006,52.68767929,58.46707153,52.45115662,56.41352081,65.06378937,74.25583649,99.94426727
2394,188.27333069999997,99.99649048,99.99848938,49.93143463,49.91575623,50.34435272,99.97770691,49.50587845,49.49842072,49.73919678,49.37451553,100.0073318,50.19392395,52.69057846,58.47781754,52.454578399999995,56.43811798,65.06784821,74.24147797,99.94924927
2392,188.3085022,99.99365997,99.99619293,49.93095398,49.914608,50.33711243,99.97388458,49.50794983,49.50393295,49.74673843,49.35954285,100.0152588,50.29970932,52.69335938,58.49251175,52.45961379999999,56.46958923,65.07797241,74.24203491,99.95923615
2390,188.35797119999998,99.99233246,99.99853516,49.92477417,49.90991211,50.32878494,99.97771454,49.50102615,49.5046196,49.75799942,49.34574509,100.0185165,50.3979454,52.69462967,58.49975204,52.45668411,56.49380112,65.07278442,74.20878601,99.95574951
2388,188.39833069999997,99.9973526,100.0018387,49.923847200000004,49.909729,50.32239532,99.97207642,49.50389481,49.50374222,49.78131104,49.34747314,100.0174637,50.47856522,52.69926834,58.51569748,52.4610939,56.52217102,65.07926941,74.20955658,99.95881653
2386,188.42034909999998,100.00127409999999,100.00402070000001,49.92494202,49.91078186,50.31805038,99.97465515,49.50374222,49.49960709,49.79679108,49.34757233,100.02114870000001,50.53916168,52.70479202,58.52852631,52.46216583,56.55041885,65.08409119,74.18621826,99.95453644
2384,188.4688416,99.99417114,100.00046540000001,49.91607285,49.90484619,50.30725479,99.97793579,49.49912643,49.49341583,49.80976868,49.34392548,100.0164948,50.58356476,52.70342255,58.53633881,52.45960236,56.56818771,65.08270264,74.16495514,99.95439148
2382,188.4957123,99.9944458,99.99473572,49.92256165,49.90978622,50.30564499,99.97686005,49.50138855,49.49886322,49.82976151,49.34856796,100.0108337,50.62425613,52.71096802,58.55316925,52.46641541,56.59916306,65.09105682,74.14997101,99.93924713
2380,188.5602875,99.99323273,99.9955368,49.91122055,49.89830399,50.2895546,99.97521973,49.49379349,49.49010468,49.83184814,49.34513855,100.0146179,50.63204956,52.70484543,58.55510329999999,52.45583725,56.61623383,65.07865906,74.11180115,99.9391098
2378,188.54324340000002,100.0001755,100.00413509999998,49.91986084,49.90583038,50.29336166,99.97502899,49.50069427,49.50007629,49.85279083,49.35306168,100.0146408,50.64793777,52.71791077,58.57594681,52.47024155,56.65161133,65.09397888,74.10538483,99.93579102
2376,188.61991880000002,99.99394989,99.99739075,49.91017532,49.89518356,50.28120804,99.9749527,49.49010468,49.49053955,49.85725784,49.35522842,100.00634000000001,50.62522888,52.71186066,58.58081055,52.46163177,56.66658783,65.08332825,74.06568909,99.93974304
2374,188.5968628,99.99771881,99.99998474,49.9212265,49.90764999,50.28355789,99.98200226,49.49856949,49.50107193,49.88679123,49.37145996,100.0183716,50.60755157,52.72505951,58.59861374,52.47340775,56.70201874,65.0978775,74.06186676,99.93994904
2372,188.6604767,99.99110413,99.9973526,49.91351318,49.90171814,50.27297211,99.96899414,49.4907608,49.49645996,49.88537598,49.37721252,100.0123978,50.53261948,52.72343063,58.59973526,52.47387314,56.72038269,65.09215546,74.02779388,99.93930054
2370,188.6463165,100.0062714,100.0062561,49.9209938,49.90494919,50.27815628,99.98822784,49.49969482,49.50221252,49.89973831,49.37889862,100.018158,50.48018646,52.73286819,58.60982513,52.48216248,56.75390244,65.10139465,74.00862885,99.94927979
2368,188.7137756,99.99719238,100.00121309999999,49.91181183,49.8971138,50.27135468,99.97602081,49.48716354,49.49522781,49.89484787,49.37357712,100.0103607,50.41578293,52.726821900000004,58.60386658,52.47674561,56.76902008,65.09199524,73.98036957,99.94397736
