wavelength,run_11,run_12,run_13,Baseline 100%T,run_14,run_15,run_16,run_17,Baseline 100%T.1,run_18,run_19,run_20,run_21,Baseline 100%T.2,Baseline 100%T.3,run_22,run_23,run_25,run_26,run_27,run_28,run_29,run_30,run_31,run_32,run_33
2440,52.14313126,99.51018524,99.99438477,98.09432220000001,52.4932785,52.64995193,52.13908005,53.15097046,98.00574493,52.36166763,52.30436325,53.00311279,52.41106033,97.98810577,98.59886169,99.77436829,51.89177322,51.08342743,52.07523727,99.73667145,99.99246979,50.02887726,49.913829799999995,51.27103806,50.90382004,99.9937439
2435,52.19277191,99.50463104,99.99254608,98.15242767,52.48746872,52.650409700000004,52.1811142,53.15245819,98.06810759999999,52.34755325,52.30736542,53.02077103,52.41764832,98.04464722,98.65869141,99.7743988,51.897735600000004,51.05089569,52.07503891,99.73555756,99.98910522,50.01715851,49.89775467,51.26181793,50.89237595,99.99939728
2430,52.17525864,99.49710083,99.99396515,98.18294525,52.49508667,52.64344025,52.16334534,53.15522385,98.08794403,52.34902954,52.31632614,53.01262665,52.41686249,98.07420349,98.68941498,99.78194427,51.89522552,51.09344864,52.07530212,99.73524475,99.99504852,50.01810074,49.89786911,51.26965714,50.90187836,99.99715424
2425,52.13832092,99.50271606,99.99280548,98.22768402,52.502517700000006,52.62811279,52.13866425,53.16047668,98.138237,52.34097672,52.30395889,52.9955368,52.41434479,98.12104034,98.74912262,99.77225494,51.88428116,51.11839294,52.070079799999995,99.73747253,99.97889709,50.00342178,49.88107681,51.25782013,50.88339615,99.99258423
2420,52.14634705,99.48886108,99.9919281,98.28451538,52.516143799999995,52.64528275,52.14556503,53.15660858,98.18507385,52.33499908,52.31519318,53.01203156,52.42576599,98.17745972,98.80092621,99.77132416,51.890106200000005,51.11658478,52.07781982,99.72896576,99.99103546,50.00095367,49.87661743,51.26330185,50.8852005,99.9985199
2415,52.16751099,99.49854279,99.99943542,98.31909943,52.53090668,52.65631866,52.16115189,53.16457748,98.23605347,52.32423019,52.31332779,53.01725769,52.42359161,98.21321869,98.84664154,99.76721191,51.89059829999999,51.10388565,52.07393265,99.73041534,99.98400879,49.98842621,49.86311722,51.25793839,50.88378143,99.99501801
2410,52.15630341,99.48708344,99.99515533,98.36287689,52.51028061,52.63372803,52.15104675,53.16302109,98.27662659,52.32530212,52.31769179999999,53.00043106,52.42355347,98.25899506,98.88861847,99.77921295,51.89025497,51.1233139,52.08081436,99.73921204,99.99111938,49.98352051,49.86433029,51.25941467,50.88225174,100.00246429999999
2405,52.15336227,99.48595428,100.0024109,98.40927124,52.51460648,52.62803268,52.14817047,53.16169739,98.32160187,52.32212067,52.31865692,52.99060822,52.42574692,98.30330658,98.93869781,99.77529907,51.88648224,51.15752411,52.07633209,99.73549652,99.99209595,49.97455978,49.85475922,51.25482178,50.87918472,99.99917603
2400,52.14730072,99.4830246,100.00064090000001,98.46271515,52.52389145,52.64055252,52.14759064,53.16681671,98.368927,52.33216095,52.32192993,53.00989151,52.42822647,98.35254669,98.99269867,99.78367615,51.88854218,51.130008700000005,52.07970047,99.73628998,99.99397278,49.96619034,49.84317398,51.25062561,50.87546539,100.0015259
2395,52.13520432,99.47489166,99.99176025,98.50503540000001,52.52075958,52.64241028,52.1483078,53.16903687,98.41733551,52.33325195,52.32278824,53.01473236,52.43028259,98.4018631,99.04181671,99.78181458,51.88973618,51.11801147,52.08589554,99.74069977,99.99268341,49.9671402,49.84690094,51.257061,50.88199234,100.0024338
2390,52.1282196,99.46681976,99.98442841,98.56037140000001,52.52913666,52.65519714,52.15981674,53.1709137,98.47566223,52.33137131,52.32035446,53.02371216,52.425949100000004,98.45704651,99.10375977,99.77581787,51.881904600000006,51.11260986,52.08576965,99.72715759,99.98737335,49.95988464,49.83718491,51.25288391,50.87398911,99.99795532
2385,52.13407135,99.47166443,99.99330902,98.61148834,52.52724457,52.64849091,52.16864777,53.17533112,98.52565002,52.33892059,52.33066559,53.02047729,52.43559647,98.50850677,99.15885162,99.77999878,51.88895416,51.12055588,52.08917999,99.73017883,99.99064636,49.95889664,49.83484268,51.25601959,50.87633133,100.0079193
2380,52.14567947,99.46865845,99.99272919,98.67034149,52.52597809,52.64378738,52.17118835,53.16910553,98.58374023,52.33479691,52.32961273,53.00925827,52.43037415,98.56603241,99.21251678,99.784729,51.89494324,51.12979507,52.09168243,99.73368835,99.99372864,49.95332718,49.82735062,51.25920105,50.87447739,100.0033722
2375,52.15044785,99.47454071,100.00669859999999,98.7220459,52.5470314,52.6631012,52.17020035,53.17233276,98.63922882,52.33287048,52.33492279,53.02273178,52.43834686,98.61999512,99.27525329999999,99.78263092,51.89279938,51.129489899999996,52.09210968,99.73764038,99.98562622,49.94402695,49.82010651,51.25618744,50.86963272,99.99521637
2370,52.14180374,99.46699524,99.9958725,98.78591156,52.52872086,52.64464569,52.15852737,53.17179489,98.69719696,52.34476852,52.33371353,53.01654816,52.44229507,98.67861938,99.32846069,99.78385925,51.89609528,51.11860657,52.09912109,99.73838043,99.99086761,49.94178009,49.82269669,51.26472092,50.87970352,100.0014343
2365,52.14118958,99.46275329999999,99.99325562,98.83688354,52.54932022,52.66332626,52.16579437,53.17515182,98.74838257,52.34095383,52.34053802,53.02876663,52.44920731,98.73741913,99.38078308,99.79145813,51.90120316,51.13585663,52.1037941,99.74460602,99.99378204,49.93453598,49.81640244,51.26659393,50.8765564,100.0005493
2360,52.15653229,99.46453857,99.99433899,98.89452362,52.53431702,52.65814209,52.16704178,53.17284393,98.80152893,52.35840607,52.3467598,53.02610397,52.45193863,98.79106903,99.44206238,99.79118347,51.90684891,51.12440491,52.1076088,99.74143982,99.98935699,49.93447876,49.80838394,51.26798248,50.87720108,100.0045929
2355,52.15695572,99.46873474,100.00038149999999,98.95114136,52.54473114,52.658897399999994,52.16976929,53.17162323,98.87320709,52.34671783,52.34627533,53.01969528,52.44804001,98.84944916,99.49920654,99.79184723,51.90497208,51.13159561,52.11390686,99.74582672,99.99240112,49.93402481,49.80942535,51.26911545,50.87766647,100.00314329999999
2350,52.16491699,99.47241211,99.99635315,99.01508331,52.54837799,52.66244507,52.16992569,53.17210007,98.93190002,52.35516357,52.34891891,53.02642441,52.45491791,98.91292572,99.55751801,99.79320526,51.91301727,51.13430023,52.12075043,99.74850464,99.99417114,49.93207169,49.80447769,51.27030182,50.87727356,100.00341800000001
2345,52.16240311,99.4790802,100.0083237,99.07273102,52.54845047,52.65692902,52.17282867,53.17335129,98.99151611,52.34789276,52.34482193,53.01934052,52.448452,98.96537781,99.60966492,99.79595947,51.91239548,51.13396454,52.1206131,99.75119019,99.98753357,49.92625046,49.79508591,51.27545166,50.88191223,99.99975586
2340,52.16623688,99.47924042,99.99656677,99.12744141,52.55263519,52.66825104,52.18324661,53.16611099,99.04676056,52.35643387,52.35072327,53.02639008,52.45187378,99.02677917,99.66655731,99.79530334,51.91841888,51.13809204,52.12252045,99.74732971,99.99274445,49.91916656,49.79951859,51.27692795,50.88723373,100.00511170000001
2335,52.16448975,99.47197723,99.99794006,99.1754837,52.55679321,52.66739273,52.17554474,53.17196274,99.09955597,52.35591125,52.35286331,53.023696900000004,52.4561882,99.07304382,99.72113037,99.79296875,51.92116547,51.13368225,52.12311172,99.74675751,99.98291016,49.91092682,49.78910828,51.27573013,50.88204575,99.99846649
2330,52.16218185,99.47534943,99.99420929,99.23041534,52.54510498,52.6602211,52.17699432,53.16225815,99.14343262,52.35460281,52.34994125,53.01837921,52.45302963,99.12710571,99.76156616,99.79180908,51.91850662,51.13986206,52.12821198,99.75110626,99.98925781,49.90384293,49.78224564,51.27645874,50.87996674,100.0009537
2325,52.1641655,99.47257996,100.0013123,99.25389099,52.54722214,52.66081619,52.17523575,53.16660309,99.1681366,52.35660172,52.34816742,53.0235939,52.45688629,99.14629364,99.79178619,99.79418182,51.91934586,51.13165283,52.12604523,99.74455261,99.98824309999999,49.8897934,49.77526855,51.26647949,50.87422562,99.99843597
2320,52.15945435,99.47854614,99.99368286,99.30487823,52.53950882,52.65541077,52.16638565,53.15887833,99.21660614,52.3483696,52.34162903,53.01492691,52.44728851,99.19110107,99.83538055,99.79173279,51.9149971,51.13379288,52.11783218,99.75482178,99.98995209,49.88441467,49.77495193,51.26989365,50.86885834,100.00688170000001
2315,52.14775848,99.46704865,99.99536896,99.3567276,52.54113007,52.65850449,52.17173004,53.16621017,99.27445221,52.34574509,52.33522034,53.01883698,52.43874359,99.25502014,99.89729309,99.7925415,51.90893936,51.12465668,52.11284637,99.74807739,99.99351501,49.86754227,49.76388931,51.25278091,50.86031723,100.0021973
2310,52.14658356,99.47541046,99.98548889,99.38955688,52.53390503,52.64628601,52.16764832,53.15690613,99.30522156,52.33990479,52.33172607,53.00710678,52.4315834,99.28510284,99.93399811,99.78552246,51.90341949,51.1254921,52.10377121,99.73770142,99.98703766,49.84819412,49.74254227,51.24428177,50.8459549,99.9930954
2305,52.13455963,99.46260834,99.98768616,99.41806793,52.53046799,52.64313126,52.15762711,53.16242981,99.33777618,52.32672119,52.32388306,53.00220871,52.42375565,99.31468964,99.95622253,99.78336334,51.89708328,51.11971664,52.10144043,99.74530792,99.98840332,49.83644867,49.73651886,51.23276138,50.8414917,100.01205440000001
2300,52.12408447,99.46720886,99.98822021,99.44396973,52.51647949,52.62684631,52.14353943,53.15076828,99.35034943,52.32633972,52.31521225,52.99286652,52.41830444,99.32969666,99.9806366,99.78601074,51.88668442,51.12671661,52.09210587,99.73957825,99.9956131,49.81153488,49.72377014,51.21976852,50.83216476,99.99589539
2295,52.11580276,99.46838379,99.99207306,99.43958282,52.51244736,52.62215042,52.14141464,53.15169144,99.35798645,52.31447983,52.30535889,52.98364639,52.40440369,99.34354401,99.98712158,99.78319549999999,51.87640762,51.11030197,52.07979202,99.74604797,99.98900604,49.79299164,49.70330429,51.20766068,50.81784821,100.00481409999999
2290,52.11193085,99.48036194,99.98728943,99.44490051,52.49633789,52.61775970000001,52.12075806,53.14048004,99.34595490000001,52.31261826,52.29602051,52.9845047,52.39974213,99.33255005,99.98874664,99.7748642,51.86452103,51.11071014,52.069221500000005,99.74048615,99.98288727,49.77488708,49.69569397,51.19246674,50.81141663,100.00181579999999
2285,52.10161209,99.4692688,100.0042343,99.41517639,52.49123001,52.60427475,52.12451935,53.13713455,99.32445526,52.30172348,52.28578568,52.96544266,52.38431168,99.30480957,99.96173096,99.77579498,51.86365891,51.09280396,52.0625,99.72615051,99.99047089,49.75786972,49.68923187,51.18907547,50.80345154,99.99365234
2280,52.10131454,99.48658752,99.99342346,99.38059235,52.48302078,52.59853745,52.10994339,53.12257385,99.28684235,52.29762268,52.27474976,52.95039368,52.37251663,99.27170563,99.91362762,99.7660675,51.8544693,51.09762573,52.05200958,99.74325562,99.99369049,49.75237274,49.681633000000005,51.1840477,50.79839325,100.00797270000001
