wavelength,VG09-12_1_0,VG09-12_1_2,VG09-12_1_4,VG09-12_1_6,VG09-12_1_8,VG09-12_1_10,VG09-12_1_12,VG09-12_1_14,VG09-12_1_16,VG09-12_1_18,VG09-12_1_20,VG09-12_1_22,VG09-12_1_24,VG09-12_1_26,VG09-12_1_28,VG09-12_1_30,VG09-12_1_32,VG09-12_1_34,VG09-12_1_36,VG09-12_1_38,VG09-12_1_40,VG09-12_1_42,VG09-12_1_44,VG09-12_1_46,VG09-12_1_48,VG09-12_1_50
1775,1.8801522523715564,1.6414288326073547,0.9762304759446169,0.9641454328634905,0.9764599420121417,0.9798724350518527,0.987270451650259,0.9865286083999039,1.0708191932372093,1.0025001327871983,1.0017599023335628,1.0013268216951183,1.0003790984958614,1.0009211392662123,1.001935577069341,1.0021575043142046,1.0029599336920476,1.002863967156689,1.0032093888034976,1.0038109610664094,0.9658055378201655,0.9182088205124718,1.8761665117205684,1.8816281919019344,1.88335025901421,1.88394659569083
1765,1.8797578756336109,1.6423314924646284,0.97483799447521,0.9641833219436855,0.9763214081524105,0.978982361536703,0.9869341578597551,0.9854365956044836,1.0707721887527453,1.0025218784774976,1.0015258884315046,1.0009282959416308,1.0000121598434906,1.0012105352658294,1.0025380115584217,1.001871387924102,1.0027084065296643,1.0026727423337518,1.0032477560736222,1.0038715458179348,0.9660223801412373,0.9171606480306027,1.8759343812717075,1.8816101938822167,1.8839441322684904,1.8840513720413608
1755,1.8804787774126153,1.6431441542302825,0.973691446609904,0.9640160356281469,0.9754741905369902,0.9785506693993871,0.9864373294212783,0.9848431823877773,1.070936075344076,1.0026695769833807,1.0017669286594555,1.0014899262231536,0.9998515357389282,1.0011637591615072,1.0022739620597052,1.0015881544829168,1.0023810107254931,1.0022969233062742,1.003009388002201,1.003319726445351,0.9656907426962883,0.9176838905315521,1.876911523076295,1.8824508839499328,1.884022390610926,1.8843294757106464
1745,1.8802195636690657,1.643559389175191,0.973280623301621,0.9631173574887738,0.974473584424856,0.9775576474045603,0.9868892348926194,0.9847946672146948,1.0708508706965258,1.0022394912482397,1.0015106434917633,1.001054925035866,0.9994713817443219,1.0008196433353613,1.0020343292065315,1.0019495500092335,1.0029312346144577,1.0020590433867465,1.002659308432939,1.0035791985957638,0.9655105309922491,0.9169887963199755,1.8765306576608383,1.8827708559350849,1.8846256297041484,1.8841692342727356
1735,1.8806928380073455,1.6439877214251633,0.9736178261347648,0.9630562742554566,0.9732073766589704,0.9765875443209557,0.9870828164033953,0.9845008099998155,1.0703769791274713,1.0018964152400796,1.0014826790273215,1.001200755077538,0.999661879555904,1.0006806190496933,1.001483530496969,1.0023639927698678,1.0021659534039251,1.0025753044471757,1.0030516622688816,1.0032993360893203,0.9652311706257445,0.9176561821520728,1.8768193283225212,1.8828718929198969,1.8845196510673723,1.8845400338690883
1725,1.8809471580710615,1.6443995920237315,0.9754180197516152,0.9610700609795201,0.9720034427876346,0.9755033917535401,0.9867233848946438,0.9841806149757816,1.070378241893965,1.0023296899726046,1.0011059153941508,1.0007694984744644,1.0001367701866628,1.0008235445717155,1.001867143052274,1.0013302151252987,1.0017175197222057,1.002360575140758,1.002600162936383,1.0034546945269731,0.9648829478631927,0.9180425624893016,1.877230332279116,1.883221501662496,1.8850857059967236,1.8852916782194276
1715,1.8813386796374394,1.6454671880679046,0.9747400533209536,0.959821799168185,0.9694008682440628,0.9741519634735761,0.9856477043130768,0.9841513317298578,1.0706414036517946,1.002191524294626,1.0013911000177822,1.0010593144843754,0.9997090577067547,1.000524985318376,1.0018508051784987,1.0020213936578308,1.001959022881687,1.0025746446301387,1.0028578146194749,1.003157669067679,0.9648457359670785,0.9179131533113609,1.8776686581115893,1.8832374464353565,1.8853789341847509,1.8851684150497925
1705,1.881939072601208,1.6454616518721878,0.9725745283826533,0.960879641205188,0.9706972081926222,0.9745222933189139,0.9852979989068367,0.9844343970914607,1.0705463672161115,1.002390987426804,1.0008973528770964,1.000686214120965,0.9997258514495644,1.0007877476204323,1.0017544015860755,1.0023262201671788,1.0021233275614445,1.0020738304924637,1.0028652772031919,1.0031900234958568,0.9645633158336521,0.9181035321645594,1.8777741410989122,1.8835148379559588,1.8855254127727474,1.8858040192919223
1695,1.8821804651927136,1.6459030644302521,0.973748409618488,0.9592803183120027,0.9683753885015578,0.9728338021938833,0.9850702945653064,0.9842990731377014,1.0700682906114785,1.0020871357866707,1.0011110380904633,1.0009676267123047,0.9993469421806699,1.0007541903427455,1.0015512213367939,1.0020024463173993,1.00172639954772,1.002031362061185,1.002758959631246,1.0031978190190327,0.9643118616102067,0.9177961490061474,1.878269266275908,1.8836861764362836,1.8864107600385676,1.8859423943422213
1685,1.8823375068588537,1.6459906401983804,0.9723552080172876,0.9596541860383297,0.9687857891554611,0.9733471974848167,0.9846440913287768,0.9841723148454712,1.0700441183833922,1.001994722675664,1.0012844788336115,1.0003555877044923,0.9995532309084763,1.000357810136786,1.0011376278586241,1.0009788831034327,1.001764841063855,1.0021452980217065,1.0023762915645213,1.0028043446751167,0.9638893901729906,0.9181200358218196,1.878669356608869,1.8839046432060609,1.8866331599577841,1.8860412104282709
