wavelength,Baseline 100%T,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run11,run12,run13,Baseline 100%T.1,run14,run15,run16,run17,run18,run19
2412,97.9781189,99.99597168,99.65366364,102.5739212,100.3113632,100.0044861,100.0380859,100.9071579,101.0026474,99.85951996,84.80783844,98.26698303,99.39231109999999,99.88024902,97.88548279,99.4258728,100.6779327,99.0832901,100.1625748,100.14816280000001,100.0989227
2410,97.98951721,100.0019989,99.68811798,102.56031800000001,100.3238297,100.0304108,100.0484085,100.89849090000001,101.00668329999999,99.8637085,84.76591492,98.24481964,99.39365387,99.89588928,97.90200806,99.43206024,100.6738052,99.08596039,100.1328125,100.1313705,100.09233859999999
2408,98.01235199,99.99660492,99.68387604,102.5020218,100.3045578,100.0191574,100.04637149999999,100.8904343,100.99786379999999,99.85539246,84.73265076,98.22412109,99.37541199,99.89320374,97.91785431,99.42668915,100.6790848,99.0864563,100.15411379999999,100.1220245,100.08557890000002
2406,98.02596283,99.99671936,99.71266174,102.47045899999999,100.3198013,100.0422516,100.04971309999999,100.88700870000001,101.0059509,99.85060883,84.70607758,98.21083832,99.37763214,99.88734436,97.93228149,99.42565155,100.67770390000001,99.08615112,100.1675568,100.11404420000001,100.0838623
2404,98.04096222,100.0001297,99.71285248,102.415657,100.3107681,100.0421066,100.06126400000001,100.8807068,101.0066528,99.84481049,84.69921112,98.22315216,99.36385345,99.90134429999999,97.93709564,99.43432617,100.6878738,99.09947205,100.1446991,100.1027908,100.0782623
2402,98.05245972,99.99875641,99.70830536,102.37943270000001,100.3020401,100.038353,100.07142640000001,100.8910522,101.00237270000001,99.85820770000001,84.69075012,98.24856567,99.36859894,99.90107727,97.96807098,99.41139221,100.664856,99.08238983,100.1351242,100.0955124,100.0801926
2400,98.07154083,99.99601746,99.69702148,102.33599090000001,100.2915878,100.02123259999999,100.0556717,100.88176729999999,100.9969711,99.85053253,84.65716553,98.23815155,99.37633514,99.91695404,97.98080444,99.41191864,100.6834259,99.07913971,100.1730347,100.10504909999999,100.0734482
2398,98.08552551,100.0034485,99.69692993,102.27752690000001,100.2947235,100.0200729,100.0541458,100.87857059999999,100.99458309999999,99.85124969,84.62921143,98.20152283,99.35728455,99.91559601,98.00927734,99.40118408,100.65995790000001,99.05721283,100.1276398,100.0776901,100.0643234
2396,98.09803009,99.99605559999999,99.68799591,102.212944,100.2928009,100.0189819,100.0546417,100.88572690000001,100.9866028,99.85519409,84.63006592,98.19225311,99.35694885,99.92192078,98.02117157,99.41092682,100.6494522,99.04838562,100.1294861,100.0984802,100.06772609999999
2394,98.10891724,100.00677490000001,99.67832184,102.1720505,100.2854004,100.0033646,100.04922490000001,100.87932590000001,100.98296359999999,99.86705017,84.6207962,98.21213531,99.3729248,99.9407196,98.06190491,99.39173126,100.6182404,99.0274353,100.1257553,100.0960693,100.05502320000001
2392,98.13169861,99.99974823,99.65870667,102.1064911,100.2799606,99.99679565,100.0204315,100.8614807,100.95989990000001,99.86183929,84.59812927,98.21146393,99.35430145,99.93044281,98.08981323,99.3732605,100.59889220000001,98.99472809,100.0966415,100.06478879999999,100.0486832
2390,98.14945221,99.99886322,99.66407776,102.0515594,100.2775345,99.9986496,100.0291824,100.85904690000001,100.9565811,99.85951996,84.57168579,98.20913696,99.33698273,99.90987396,98.09430695,99.37454987,100.60606379999999,98.99916077,100.10140990000001,100.0678406,100.0575409
2388,98.16629028,99.99868011,99.67449188,102.00339509999999,100.29703520000001,100.00754549999999,100.0135574,100.84322359999999,100.94474790000001,99.86119079999999,84.57301331,98.21276855,99.35144043,99.91397858,98.12490845,99.36737823,100.5680084,98.98466492,100.0995865,100.06987,100.0514755
2386,98.18138123,100.0018463,99.66570282,101.9515533,100.2756805,99.99678802,100.01481629999999,100.8473129,100.947319,99.85551453,84.54706573,98.19692993,99.34671021,99.91982269,98.13845062,99.37413025,100.5767441,98.99740601,100.08809659999999,100.05823520000001,100.0561447
2384,98.19557953,99.99840546,99.67569733,101.9285812,100.2913589,100.00756070000001,100.0068512,100.8300552,100.94152829999999,99.86127472,84.52357483,98.18479156,99.34574127,99.91737366,98.14529419,99.38201141,100.58167270000001,99.00135803,100.09114840000001,100.0660629,100.0590057
2382,98.21653748,100.0037308,99.67969513,101.87844090000002,100.2841492,100.0121613,100.0216827,100.8342361,100.941864,99.85572815,84.51013184,98.18282318,99.3394928,99.91277313,98.1495285,99.39497375,100.6032791,99.0165863,100.1085968,100.0775681,100.06298829999999
2380,98.23416901,100.00392149999999,99.68079376,101.8352509,100.2680283,100.0012054,100.0135574,100.8305435,100.93927,99.84689331,84.48143005,98.18097687,99.33081055,99.90406799,98.16777802,99.39092255,100.60242459999999,99.01151276,100.1012421,100.0735168,100.06527709999999
2378,98.24810791,99.99684906,99.6753006,101.7977829,100.2528458,99.98966217,100.02810670000001,100.8337402,100.9334412,99.85328674,84.44606781,98.17917633,99.33126831,99.91123962,98.16518402,99.41404724,100.62382509999999,99.03018951,100.1161957,100.0926819,100.0708466
2376,98.25676727,100.00470729999999,99.67888641,101.7592697,100.25838470000001,99.99066925,100.0300293,100.83238979999999,100.93510440000001,99.86180878,84.438797,98.18727112,99.33200836,99.91402435,98.19509125,99.39739227,100.6083527,99.00775909,100.1064758,100.07981109999999,100.06890109999999
2374,98.29042053,99.99256897,99.66400146,101.7019653,100.232338,99.96614838,100.0217438,100.8162994,100.91370390000002,99.84191132,84.39649200000001,98.15554809999999,99.30867767,99.90557098,98.1968689,99.41356659,100.6194839,99.00832367,100.1218185,100.0898743,100.0723267
2372,98.2933197,100.0035858,99.67553711,101.66593929999999,100.2544861,99.98217773,100.0189896,100.8298645,100.9182816,99.85533142,84.39858246,98.1709137,99.32315063,99.93495178,98.23454285,99.3940506,100.59373470000001,98.98857117,100.0954895,100.0603943,100.0610123
2370,98.31848145,100.0007248,99.67691803,101.6097412,100.2366333,99.97723389,100.0041504,100.80760959999999,100.8977051,99.83882141,84.3782959,98.17149353,99.30109406,99.91757202,98.23648071,99.40913391,100.59360500000001,99.00177002,100.10282140000001,100.0777817,100.0641251
2368,98.32844543,99.99722290000001,99.67181396,101.57135770000001,100.24486540000001,99.97948456,99.99739075,100.7998199,100.8929825,99.86365509,84.34874725,98.18572235,99.30731201,99.94245911,98.27375793,99.39111328,100.5616684,98.96879578,100.0838776,100.0543747,100.05336
2366,98.35542297,99.99932861,99.68544769,101.54387659999999,100.2456818,99.98344421,100.002739,100.7856979,100.88873290000001,99.84161377,84.32060242,98.15309906,99.30046844,99.92355347,98.28904724,99.39299011,100.557457,98.9728241,100.0832825,100.05802920000001,100.0525818
2364,98.36753845,99.99674988,99.67224121,101.4942322,100.2502823,99.98733521,99.98316956,100.774704,100.8774719,99.84374237,84.3401947,98.14837646,99.29224396,99.92599487,98.30151367,99.40380096,100.5476456,98.96967316,100.08279420000001,100.05738829999999,100.05469509999999
2362,98.38491821,99.99681854,99.68132782,101.4518127,100.2316589,99.97616577,100.0016937,100.7782898,100.8814468,99.8482132,84.33446503,98.15548706,99.28509521,99.92346191,98.32235718,99.39886475,100.5542374,98.97937012,100.07463840000001,100.0589828,100.0552063
2360,98.39944458,100.0004425,99.69600677,101.4444962,100.2454758,99.99582672,100.0008698,100.7718048,100.8767853,99.85282135,84.31511688,98.14222717,99.29537201,99.93484497,98.33935547,99.39936829,100.5423813,98.96743774,100.0755463,100.0604858,100.05514529999999
2358,98.41636658,99.996521,99.67735291,101.402626,100.2247009,99.97357178,99.99858856,100.7773895,100.8769989,99.85160065,84.2948761,98.13809967,99.29388428,99.92927551,98.35900116,99.39439392,100.5509338,98.96652985,100.0747223,100.0578918,100.05031590000002
2356,98.44476318,100.0030899,99.68944549999999,101.36468509999999,100.2179947,99.96656799,99.98919678,100.7656937,100.86706540000002,99.83946991,84.24507141,98.14637756,99.26170349,99.91806793,98.37119293,99.39604187,100.55650329999999,98.96518707,100.07936099999999,100.0574265,100.05477909999999
2354,98.46330261,99.99654388,99.66698456,101.3194809,100.21661379999999,99.95780182,99.98152161,100.75211329999999,100.8449936,99.83366394,84.20051575,98.14968109,99.25604248,99.91114807,98.37602997,99.41493225,100.5524292,98.97216797,100.0814819,100.0578156,100.0589218
2352,98.46849823,99.99878693,99.67691040000001,101.3040771,100.21418,99.95909119,99.98320770000001,100.7611618,100.8542557,99.84305573,84.19487762,98.14385223,99.2736969,99.93148041,98.40364075,99.41148376,100.54277040000001,98.95772552,100.0701065,100.05406190000001,100.0539322
2350,98.49711609,99.99698639,99.66305542,101.2650146,100.2156982,99.95246887,99.95990753,100.736908,100.8328705,99.83479309,84.19665527,98.12008667,99.26024628,99.92209625,98.4071579,99.43734741,100.55594640000001,98.96564484,100.0869293,100.068428,100.0647583
2348,98.50762177,100.0000458,99.66443634,101.2392502,100.22505190000001,99.95977020000001,99.97473145,100.7385635,100.831131,99.84985352,84.25157928,98.12918091,99.24938965,99.92704773,98.44955444,99.40834045,100.5146255,98.93645477,100.0672684,100.0350571,100.053154
2346,98.52835083,100.00014499999999,99.66901398,101.2268677,100.213562,99.95703888,99.96710205,100.735199,100.8304443,99.84217072,84.26542664,98.12506866,99.24509429999999,99.92237091,98.44868469,99.42219543,100.5282745,98.94223785,100.07040409999999,100.06707,100.0583801
2344,98.55280304,100.0017319,99.6629715,101.2081146,100.2184372,99.95111084,99.96036529999999,100.73130040000001,100.828743,99.85081482,84.25660706,98.10402679,99.25505066,99.92152405,98.48992157,99.40029144,100.51255040000001,98.92308044,100.05641170000001,100.0390625,100.05815890000001
2342,98.57833099,99.99475098,99.66491699,101.1774063,100.221756,99.96248627,99.9646225,100.7189407,100.8194122,99.83695984,84.21102142,98.09931183,99.23792267,99.93024445,98.50150299,99.41007233,100.5158386,98.93701172,100.0691681,100.0444412,100.05615999999999
2340,98.59574127,99.99994659,99.66764069,101.17643740000001,100.2083206,99.95102692,99.96207428,100.7234802,100.8255005,99.84178925,84.16704559,98.12247467,99.22884369,99.91146851,98.53087616,99.40959167,100.5018463,98.91822052,100.05749509999998,100.0350571,100.0523834
2338,98.62174225,100.00424190000001,99.66523743,101.1669998,100.19133000000001,99.94486237,99.96593475,100.7233582,100.8225098,99.84434509,84.14400482,98.11978912,99.23088074,99.93856049,98.55622101,99.41143799,100.5235672,98.9187088,100.0599747,100.0339661,100.04164890000001
2336,98.64821625,99.99390411,99.66039276,101.1437149,100.19529720000001,99.95208740000001,99.97428894,100.720993,100.82077790000001,99.83352661,84.13558959999999,98.09394836,99.23440552,99.90258789,98.55693817,99.44447327,100.5385895,98.95011139,100.0811615,100.0489502,100.0766373
2334,98.65410614,99.99991608,99.66717529,101.1560593,100.2000809,99.94681549,99.97758484,100.73693850000001,100.8268585,99.84412384,84.1733551,98.09590149,99.23062134,99.93991089,98.59860229,99.42407990000001,100.5001984,98.91287231,100.05487059999999,100.0191422,100.0437622
2332,98.68325043,99.99647522,99.64438629,101.13054659999999,100.1783752,99.92633057,99.95773315,100.7257233,100.8147583,99.8296814,84.19698334,98.07098389,99.21102905,99.90975189,98.59449768,99.43876648,100.5436325,98.92821503,100.0750809,100.0403442,100.0595245
2330,98.68622589,100.0026321,99.66412354,101.1283188,100.2093048,99.95393372,99.97464752,100.7389755,100.8227844,99.8467865,84.26112366,98.0823288,99.23207855,99.92156219,98.63287354,99.41345215,100.5067978,98.90279388,100.05760190000001,100.00640109999999,100.05573270000001
2328,98.70970917,99.99887085,99.65026855,101.11703490000001,100.2045135,99.93906403,99.95590209999999,100.72790529999999,100.82147979999999,99.83452606,84.27325439,98.06617737,99.23249054,99.92911529999999,98.62962341,99.43685913,100.5133667,98.91909790000001,100.0770416,100.0297546,100.06209559999999
2326,98.71852112,100.0010147,99.65622711,101.13252259999999,100.2185135,99.94921875,99.96141052,100.7385941,100.8353806,99.8416748,84.25803375,98.06502533,99.24436188,99.92250061,98.65673828,99.42658234,100.5158386,98.90871429,100.05667109999999,100.0306931,100.0586624
2324,98.74195099,99.99585724,99.65044403,101.1163712,100.2133713,99.94969177,99.96369171,100.72841640000001,100.8261566,99.84107971,84.24492645,98.06761169,99.23862457,99.93260193,98.67002106,99.43257904,100.51387790000001,98.91702271,100.06437679999999,100.02741999999999,100.05728909999999
2322,98.76302338,99.98741913,99.65614319,101.1526489,100.2076492,99.94999695,99.96115875,100.7405777,100.84597020000001,99.82968903,84.25354004,98.07691193,99.23343658,99.92493439,98.68824768,99.44506836,100.5234146,98.91996002,100.07147979999999,100.03404240000002,100.0596542
2320,98.78849029999999,99.99201965,99.67173767,101.1865997,100.2285385,99.95811462,99.95806885,100.7450333,100.8546219,99.82872009,84.24501801,98.05509186,99.22198486,99.92015076,98.71078491,99.44606018,100.53516390000001,98.92724609,100.06122590000001,100.04433440000001,100.05235290000002
2318,98.80814362,99.99304199,99.65231323,101.19516750000001,100.2290115,99.95378113,99.96604919,100.75563050000001,100.8637772,99.83261108,84.27972412,98.02672577,99.23683167,99.91944885,98.7334137,99.44644165,100.5301819,98.92310333,100.056694,100.0438538,100.05090329999999
2316,98.819664,99.99448395,99.65463257,101.23809809999999,100.2182007,99.94659424,99.98203278,100.7791748,100.883606,99.83681488,84.35599518,98.0186615,99.25162506,99.93219757,98.7551651,99.45184326,100.5549927,98.93223572,100.06540679999999,100.0341873,100.05445859999999
2314,98.83650970000001,99.99868774,99.66555023,101.2819672,100.23635859999999,99.95536804,99.98317719,100.79183959999999,100.8959503,99.83674622,84.42024994,98.02056885,99.24832916,99.91625214,98.76141357,99.46929932,100.5653229,98.94868469,100.06982420000001,100.0475311,100.05806729999999
2312,98.85713196,99.99771881,99.64759064,101.32003780000001,100.2453766,99.94728851,99.98243713,100.8031464,100.9017334,99.83123779,84.44844055,98.01094055,99.25092316,99.91609955,98.77791595,99.47106934,100.5653839,98.93255615,100.0675812,100.04955290000001,100.0529327
2310,98.86773682,99.991745,99.66104126,101.36689,100.2573166,99.96196747,99.98584747,100.8243103,100.9273071,99.852005,84.49582672,98.00780487,99.27061462,99.93164825,98.81799316,99.45487213,100.5581131,98.92842865,100.0672302,100.030426,100.0505219
2308,98.88951874,99.99915314,99.66594696,101.4174347,100.2696152,99.96528625,99.99443054,100.8333054,100.9361877,99.83789825,84.54747772,97.99478149,99.27228546,99.92546844,98.81806946,99.47735596,100.57373050000001,98.94473267,100.0803146,100.0384827,100.0577087
2306,98.91149139,99.99730682,99.66040039,101.48252109999999,100.27525329999999,99.97872925,99.99163055,100.83917240000001,100.94450379999999,99.82837677,84.60224915,97.97605133,99.27203369,99.91352081,98.84192657,99.47245026,100.5658646,98.94250488,100.06660459999999,100.01885990000001,100.0464554
2304,98.91742706,99.99821472,99.66093445,101.56330109999999,100.29428100000001,99.98634338,99.99320984,100.8562927,100.9647751,99.85069275,84.67645264,97.96439362,99.29249573,99.93135071,98.85669708,99.48397827,100.57796479999999,98.94473267,100.0857468,100.03849029999999,100.05283359999999
2302,98.94056702,100.001297,99.67427063,101.6398087,100.3140182,100.0054321,100.0122757,100.8652802,100.9825363,99.8396759,84.74849701,97.9460907,99.28063965,99.91993713,98.85374451,99.50540161,100.6062622,98.97966003,100.1093369,100.0657425,100.07008359999999
2300,98.94634247,99.997612,99.68195343,101.7389069,100.31564329999999,100.01325990000001,100.03189090000001,100.89465329999999,101.0124359,99.84052277,84.79735565,97.94883728,99.2857666,99.91342926,98.87527466,99.50982666,100.60178379999999,98.97745514,100.08826450000001,100.0400925,100.06185909999999
