wavelength,Baseline 100%T,run11,run12,run13,run14,Baseline 100%T.1,run15,run16,run17,run18,run19,run20,run21,Baseline 100%T.2,run22,run23,run24
2434,1.2165796759999998,100.0743713,100.15344240000002,98.43920898,100.3541794,6.1012005810000005,100.34059140000001,100.4278641,72.49266815,100.3455887,97.97399902,100.6370316,100.46393590000001,6.131830215,98.82485962,100.01481629999999,100.124321
2432,1.206350088,100.08199309999999,100.153244,98.49257659999999,100.3699417,6.246056557,100.2381287,100.4080811,72.39073944,100.3421783,97.92077637,100.6284027,100.4488144,6.27741909,98.80792236,100.00915529999999,100.1220703
2430,1.1957329509999999,100.0739441,100.1358414,98.49127197,100.3507156,6.399656772999999,100.2162781,100.4059906,72.52585602,100.3515625,98.2457962,100.6011124,100.4541245,6.431209087,98.82952118,100.01474759999999,100.13344570000001
2428,1.187791467,100.06203459999999,100.10728449999999,98.43873596,100.3413925,6.517836571,100.17414090000001,100.39984129999999,72.54629517,100.3408585,98.20140839,100.5766602,100.4743347,6.550567627,98.82688141,99.9799881,100.0895004
2426,1.181398988,100.0573502,100.1185455,98.50535583,100.3531494,6.614269257,100.1661682,100.39810179999999,72.50983429,100.3686752,97.95800781,100.58404540000001,100.44635770000001,6.647558688999999,98.8513031,99.99114227,100.0946655
2424,1.17503202,100.05276490000001,100.10385129999999,98.40111542,100.3297348,6.711109161,100.23655699999999,100.3891373,72.45484161,100.3645325,98.04168701,100.57463840000001,100.44918059999999,6.744436741,98.85557556,100.0030975,100.0990295
2422,1.168979526,100.0572205,100.1258469,98.45429229999999,100.3573761,6.805096626,100.20290370000001,100.4094467,72.38666534,100.3588333,98.02274323,100.5868301,100.4721375,6.840648651,98.84654236,99.98900604,100.08026120000001
2420,1.163340569,100.0636444,100.1144409,98.54257965,100.3512421,6.8944344520000005,100.1843185,100.3953781,72.34477234,100.3755112,97.86228179999999,100.5850296,100.4665146,6.929972649,98.84104919,99.99797821,100.08640290000001
2418,1.1588685509999999,100.0634689,100.1147995,98.44689941,100.3646393,6.966532707000001,100.18388370000001,100.3924713,72.36581421,100.37854,98.12445068,100.6125565,100.4702072,7.002451897,98.86117554,99.98829651,100.09356690000001
2416,1.152475476,100.0535278,100.10301209999999,98.45074463,100.35495759999999,7.069282055,100.1443253,100.3964691,72.28630066,100.3373108,98.24206543,100.6017303,100.4611511,7.10575819,98.88373566,99.98036194,100.1028442
2414,1.144604921,100.05630490000001,100.1022797,98.40637207,100.3356323,7.197487354,100.1856308,100.411293,72.23378754,100.37290949999999,98.06735229,100.60873409999999,100.47064209999999,7.2339677810000005,98.89202881,99.98948669,100.11730190000002
2412,1.135910988,100.0357666,100.0929565,98.33828735,100.32149509999999,7.342608452,100.2392426,100.38303379999999,72.23123169,100.359581,98.20550537,100.6078949,100.4813232,7.381024837000001,98.89400482,99.97550201,100.0720749
2410,1.128023267,100.0342026,100.0813141,98.50528717,100.34642029999999,7.476011753,100.1998291,100.4125595,72.17639923,100.3830109,98.15756989,100.59655,100.489151,7.514674187000001,98.91440582,99.97976685,100.09420779999999
2408,1.120847225,100.03464509999999,100.0872955,98.49761963,100.3420486,7.6010508539999995,100.2291107,100.3988724,72.17874908,100.3869553,97.9383316,100.5881348,100.4931107,7.640051842,98.91390991,99.97480774,100.10159300000001
2406,1.114277363,100.05345150000001,100.1014938,98.40334320000001,100.3490067,7.718021393,100.1860123,100.3826828,72.20051575,100.3633118,97.92787933,100.5817566,100.4727859,7.756668091,98.92971802,99.97598267,100.0943298
2404,1.107093215,100.03170779999999,100.074028,98.46929932,100.36379240000001,7.846155167,100.162796,100.3916016,72.11006165,100.3670578,98.04282379,100.57042690000002,100.4718628,7.886629581,98.9006958,99.97718048,100.0723724
2402,1.099452734,100.0247498,100.091217,98.40710449,100.3541794,7.9836764339999995,100.20717619999999,100.3942108,72.03211212,100.3748627,97.92070007,100.5749435,100.4917603,8.024401665,98.9223938,99.99247742,100.0955124
2400,1.0917488340000001,100.0344391,100.0728455,98.33448792,100.3572006,8.127364158999999,100.1971359,100.390625,71.97365570000001,100.35874940000001,97.99703979,100.5907211,100.4820328,8.169733047000001,98.90849304,99.96892548,100.09263609999999
2398,1.08432579,100.0398407,100.0621796,98.47779083,100.3800888,8.267036438,100.2019272,100.3919373,71.92181396,100.36460109999999,98.18422699,100.5788422,100.471199,8.309911728,98.93060303,99.96868896,100.0877609
2396,1.077130914,100.03297420000001,100.0985031,98.49745941,100.34326170000001,8.404378891,100.22924040000001,100.3951645,71.89851379,100.3808746,98.02944946,100.5960464,100.49196620000001,8.447811127000001,98.95569611,99.99124146,100.082695
2394,1.069676042,100.02799990000001,100.07686609999999,98.37918854,100.3464127,8.550133705,100.20654300000001,100.3823013,71.9127121,100.374794,97.96375275,100.5928497,100.47777559999999,8.593249321,98.90678406,99.99060059,100.0837708
2392,1.062542319,100.031723,100.06366729999999,98.40333557,100.3707504,8.691029549,100.2419815,100.4137192,71.88092804,100.39482120000001,98.01276398,100.5852203,100.50718690000001,8.736330986,98.89627838,99.98923492,100.082634
2390,1.055461884,100.02659609999999,100.0613937,98.37580872,100.3479385,8.83374691,100.26573940000002,100.40238190000001,71.80411529999999,100.3759537,97.88617706,100.5687027,100.4828568,8.878182411000001,98.89994812,100.0010834,100.0923538
2388,1.0478448870000001,100.0400772,100.0755692,98.32366943,100.3385773,8.990921973999999,100.2471237,100.3923416,71.73800659,100.379982,97.83693695,100.59403990000001,100.48950959999999,9.036414146,98.90459442,99.99698639,100.0991592
2386,1.040485024,100.024704,100.0751038,98.40624237,100.375679,9.142158508,100.2323608,100.4170685,71.68931579999999,100.40154270000001,98.04535675,100.615921,100.49766540000002,9.188422203,98.87830353,100.0140915,100.0990143
2384,1.033044815,100.02453609999999,100.0595703,98.50238037,100.3588181,9.300808907,100.24623869999999,100.4077454,71.60726166,100.3779678,98.11611938,100.5845642,100.4875565,9.348944664,98.86730194,99.99851227,100.08564
2382,1.025209904,100.0138626,100.0447769,98.43926239,100.3579407,9.47081089,100.2113113,100.4001389,71.6127243,100.37472530000001,97.99581909,100.58536529999999,100.49593349999999,9.519634247,98.84121704,99.99185944,100.0838623
2380,1.017531991,100.02384190000001,100.0458832,98.37917328,100.36764529999999,9.639756203,100.20895390000001,100.4035034,71.58666229,100.3815308,98.07541656,100.5837708,100.4887085,9.688064575,98.87050629,99.99996948,100.08475490000001
2378,1.010119081,100.0161667,100.05677800000001,98.39627838,100.3731613,9.806925774,100.2207413,100.38361359999999,71.47714996,100.3719101,98.02901459,100.55554959999999,100.47543329999999,9.855920792000001,98.82527161,99.99602509,100.08123020000001
2376,1.002506852,100.0171204,100.053978,98.33807373,100.3585968,9.978909492,100.2321243,100.3970871,71.39662170000001,100.3671265,97.87783051,100.5686798,100.49328609999999,10.03095722,98.79406738,99.99320984,100.07691190000001
2374,0.994841635,100.006691,100.0427475,98.30107117,100.35820009999999,10.15552425,100.2099609,100.41387940000001,71.32535553,100.3950272,97.87284088,100.5963821,100.5051041,10.20759869,98.80348969,99.99183655,100.1057892
2372,0.9873452779999999,100.0041809,100.0340729,98.40841675,100.35947420000001,10.33072281,100.2345657,100.40406800000001,71.27062988,100.40508270000001,97.92042542,100.5774155,100.4947662,10.38385868,98.81545258,99.98226929,100.0673676
2370,0.980277717,100.017395,100.0506516,98.47545624,100.3684158,10.50146866,100.2403259,100.4140167,71.19841766,100.3978271,97.92076874,100.5638504,100.4952393,10.55452251,98.76506042,99.98494720000001,100.08831020000001
2368,0.9731408359999999,100.03942109999998,100.05834200000001,98.39580536,100.35938259999999,10.67686844,100.20497890000001,100.4084244,71.20401001,100.3923645,97.8942337,100.5661926,100.4834061,10.72932529,98.76397705,100.0019531,100.094902
2366,0.9660330420000001,100.0128784,100.0433426,98.35506439,100.37477109999999,10.85132408,100.2069016,100.40410609999999,71.16402435,100.4060135,98.06578064,100.58361049999999,100.4918671,10.90499878,98.76242065,100.0018387,100.10527040000001
2364,0.9589469429999999,100.02250670000001,100.0500946,98.35552216,100.376442,11.03011417,100.22646329999999,100.4081497,71.07459259,100.3938904,98.01337433,100.55957790000001,100.487915,11.08487892,98.77106476,100.0031738,100.07809449999999
2362,0.9522473220000001,100.0289688,100.0562057,98.27793884,100.36322779999999,11.20243263,100.2127075,100.410759,70.98627472,100.37957759999999,97.90952301,100.55124659999998,100.4908295,11.2587347,98.71304321,99.99700165,100.08860779999999
2360,0.945701659,100.0370026,100.05531309999999,98.28968048,100.3704453,11.3719759,100.1990814,100.4042358,70.91357422,100.40345,97.91683959999999,100.5673752,100.49591059999999,11.42834473,98.7101593,99.99893188,100.0970154
2358,0.939276993,100.01854709999999,100.0290604,98.39585876,100.3715363,11.53941917,100.2394943,100.4230118,70.84049225,100.428894,97.88473511,100.5683746,100.4887085,11.59831238,98.72219849,99.98806763,100.0944977
2356,0.93330282,100.0202408,100.0386963,98.45378113,100.3684998,11.70003796,100.2308121,100.4205856,70.79669952,100.4080429,97.83049011,100.55255890000001,100.48595429999999,11.75925922,98.73405457,99.99168396,100.084137
2354,0.927859366,100.03195190000001,100.0598755,98.40453339,100.3692474,11.848939900000001,100.17990879999999,100.40986629999999,70.77845764,100.3777161,97.83944702,100.5593872,100.4885406,11.90806961,98.68532562,100.00521090000001,100.0915985
2352,0.922680974,100.0339661,100.0475311,98.3723526,100.3825302,11.99031162,100.2093353,100.4211044,70.72215271,100.4071198,98.0065918,100.5711288,100.4876938,12.05023289,98.71620178,99.99039459,100.0913239
2350,0.917693436,100.0253906,100.0439148,98.35005188,100.381218,12.12861252,100.23625179999999,100.4246597,70.62576294,100.4280548,98.00787354,100.5641785,100.48582459999999,12.189655300000002,98.71599579,99.99714661,100.0995026
2348,0.912897885,100.0215912,100.04780579999999,98.27816772,100.3572235,12.2637949,100.1932983,100.40972140000001,70.5404129,100.39251709999999,97.92700195,100.546051,100.4699554,12.3240366,98.73070526,99.9991684,100.09193420000001
2346,0.9084371920000001,100.0318527,100.0524979,98.24911499,100.35623170000001,12.38968658,100.1804123,100.4126053,70.46627045,100.384697,97.96541595,100.573143,100.4835968,12.45259953,98.69329834,99.9895401,100.09200290000001
2344,0.904602408,100.0272522,100.06913759999999,98.3316803,100.365921,12.49906921,100.2124939,100.4187012,70.39286804,100.41241459999999,97.8843689,100.5729523,100.4762421,12.56146908,98.76470947,99.99259949,100.0868454
2342,0.9013689159999999,100.0306015,100.0593338,98.42942047,100.3690109,12.592803,100.22797390000001,100.4203339,70.33065796,100.42332459999999,97.81501007,100.5600815,100.47080229999999,12.65672779,98.73043059999999,99.98636627,100.0750046
2340,0.898670793,100.0384598,100.05755620000001,98.43772888,100.3476257,12.67200565,100.1784363,100.4160538,70.29407501,100.39651490000001,97.819664,100.5577316,100.4697113,12.73463249,98.73653412,99.99965668,100.09382629999999
2338,0.8963190320000001,100.03102870000001,100.0621796,98.38884735,100.34210970000001,12.74098873,100.15790559999999,100.40728,70.23374939,100.3577118,97.86019897,100.5608673,100.46339420000001,12.80446911,98.75437164,99.97705078,100.06600949999999
2336,0.89461875,100.0390167,100.0574265,98.35990906,100.3545532,12.79018211,100.20042420000001,100.41066740000001,70.15335846,100.39278409999999,97.96911621,100.5399017,100.46047970000001,12.85249901,98.7792511,99.99288177,100.09655759999998
2334,0.8937424420000001,100.0309372,100.0655212,98.32235718,100.3513489,12.81709671,100.2274017,100.41235350000001,70.07219696,100.4133224,97.92871094,100.5455933,100.4548569,12.87853241,98.78900909,100.0024338,100.1004944
2332,0.8936701420000001,100.0337372,100.072052,98.26917267,100.3343735,12.81906796,100.1906738,100.40812679999999,69.97827911,100.3878632,97.93782806,100.5450821,100.44182590000001,12.880346300000001,98.78323364,99.99633789,100.09451290000001
2330,0.894439578,100.0237427,100.0577316,98.22175598,100.32365420000001,12.79608727,100.1430283,100.39621729999999,69.88826752,100.3468399,97.89688873,100.542305,100.44287109999999,12.85836983,98.8219223,99.97846222,100.07917020000001
2328,0.896132052,100.0330811,100.0590668,98.29948425,100.33924870000001,12.74664402,100.1911392,100.395607,69.81707001,100.36485290000002,97.81301117,100.5305405,100.43521120000001,12.80699062,98.80950165,100.0007401,100.1001968
2326,0.898818135,100.01436609999999,100.05613709999999,98.3638382,100.32837679999999,12.6662941,100.2474518,100.40111540000001,69.77911377,100.3986969,97.73791504,100.54804229999999,100.44297790000002,12.727132800000001,98.82023621,99.99757385,100.08712009999999
2324,0.9026812909999999,100.0316238,100.0663071,98.41135406,100.3348694,12.55554295,100.22019959999999,100.4093323,69.72529602,100.39551540000001,97.74971771,100.5415802,100.44216159999999,12.61559296,98.86209869,99.99411774,100.08399200000001
2322,0.90763104,100.02447509999999,100.0710449,98.40506744,100.32852940000001,12.41419697,100.1486511,100.4054337,69.66259766,100.35079959999999,97.87081146,100.53334050000001,100.4460602,12.47369099,98.83695221,99.97285461,100.0912628
2320,0.9136928320000001,100.0282745,100.0681381,98.38483429,100.34423829999999,12.24194527,100.1581192,100.4088974,69.59489441,100.33782959999999,97.82700348,100.55096440000001,100.4417038,12.30166435,98.8261261,99.9703598,100.089386
2318,0.920691371,100.0100937,100.06843570000001,98.35478973,100.3476868,12.04648495,100.21637729999999,100.3981934,69.51179504,100.3470078,97.84445190000001,100.55879209999999,100.438797,12.10357952,98.86312866,99.98229218,100.0981598
2316,0.92896384,100.0188141,100.07756040000001,98.31043243,100.3417511,11.82108974,100.2256622,100.3825302,69.38504028,100.368248,97.89945221,100.52913670000001,100.41444399999999,11.87512302,98.87556458,99.97683716,100.1044159
2314,0.938500643,100.0110855,100.0656815,98.24246216,100.33467859999999,11.56302261,100.1923523,100.3938828,69.31251526,100.3638382,97.78119659,100.5435562,100.45339200000001,11.61670399,98.8349762,99.97850799999999,100.100029
